"","people_id","name","session","party_id","party","role_id","role","district","NBillsCosponsored","NBillsPrimary","MeanPos","MedianPos","MeanNormPos","MedianNormPos","GOP","DEM","IND","Female","LittleLeader","BigLeader"
"WPSA.L.81.15",12202,"Jason Frierson",81,1,"D",1,"Rep","HD-008",38,23,4.89473684210526,1,0.526571003561541,0.5,0,1,0,0,1,1
"WPSA.L.82.9",12202,"Jason Frierson",82,1,"D",1,"Rep","HD-008",1,0,3,3,0.3,0.3,0,1,0,0,0,0
"WPSA.L.77.45",12203,"Richard Daly",77,1,"D",1,"Rep","HD-031",59,13,9.30508474576271,7,0.471637043653426,0.411764705882353,0,1,0,0,0,0
"WPSA.L.78.32",12203,"Richard Daly",78,1,"D",1,"Rep","HD-031",3,2,1.66666666666667,1,0.321969696969697,0.375,0,1,0,0,0,0
"WPSA.L.79.25",12203,"Richard Daly",79,1,"D",1,"Rep","HD-031",44,6,10.7272727272727,10,0.49865787144481,0.473684210526316,0,1,0,0,0,0
"WPSA.L.80.22",12203,"Richard Daly",80,1,"D",1,"Rep","HD-031",42,11,6.38095238095238,5,0.579786459779124,0.558265582655827,0,1,0,0,0,0
"WPSA.L.82.10",12203,"Richard Daly",82,1,"D",2,"Sen","SD-013",74,13,4.9054054054054,4,0.529284868803108,0.461538461538462,0,1,0,0,0,0
"WPSA.L.77.46",12204,"Olivia Diaz",77,1,"D",1,"Rep","HD-011",57,6,9.49122807017544,7,0.428291471109284,0.44,0,1,0,1,1,0
"WPSA.L.78.33",12204,"Olivia Diaz",78,1,"D",1,"Rep","HD-011",64,6,6.671875,5,0.429980359311947,0.4,0,1,0,1,0,0
"WPSA.L.79.26",12204,"Olivia Diaz",79,1,"D",1,"Rep","HD-011",60,7,9.68333333333333,7,0.558047785217329,0.509259259259259,0,1,0,1,0,0
"WPSA.L.80.23",12204,"Olivia Diaz",80,1,"D",1,"Rep","HD-011",7,1,6.71428571428571,5,0.534929857110308,0.5,0,1,0,1,0,0
"WPSA.L.77.47",12205,"Patrick Hickey",77,2,"R",1,"Rep","HD-025",125,12,8.048,5,0.49570744941025,0.5,1,0,0,0,1,0
"WPSA.L.78.34",12205,"Patrick Hickey",78,2,"R",1,"Rep","HD-025",44,8,7.97727272727273,4.5,0.582518019134303,0.555555555555556,1,0,0,0,0,0
"WPSA.L.77.48",12209,"Teresa Benitez-Thompson",77,1,"D",1,"Rep","HD-027",57,5,7.63157894736842,5,0.403092475018678,0.388888888888889,0,1,0,1,0,0
"WPSA.L.78.35",12209,"Teresa Benitez-Thompson",78,1,"D",1,"Rep","HD-027",51,8,6,5,0.417301364075748,0.368421052631579,0,1,0,1,1,0
"WPSA.L.79.27",12209,"Teresa Benitez-Thompson",79,1,"D",1,"Rep","HD-027",55,7,6.70909090909091,4,0.507715198562706,0.412698412698413,0,1,0,1,1,1
"WPSA.L.80.24",12209,"Teresa Benitez-Thompson",80,1,"D",1,"Rep","HD-027",56,11,3.96428571428571,3,0.541952153537519,0.5,0,1,0,1,1,1
"WPSA.L.81.16",12209,"Teresa Benitez-Thompson",81,1,"D",1,"Rep","HD-027",38,9,6.21052631578947,3.5,0.614174071209925,0.608333333333333,0,1,0,1,1,1
"WPSA.L.82.11",12209,"Teresa Benitez-Thompson",82,1,"D",1,"Rep","HD-027",2,1,1.5,1.5,0.555555555555556,0.555555555555556,0,1,0,1,0,0
"WPSA.L.77.49",12210,"Steven Brooks",77,1,"D",1,"Rep","HD-017",5,0,19.4,28,0.388888888888889,0.444444444444444,0,1,0,0,0,0
"WPSA.L.77.50",12211,"Irene Bustamante Adams",77,1,"D",1,"Rep","HD-042",64,8,7.28125,6,0.462096142148273,0.369395711500975,0,1,0,1,0,0
"WPSA.L.78.36",12211,"Irene Bustamante Adams",78,1,"D",1,"Rep","HD-042",62,7,7.24193548387097,7,0.531605230260308,0.5,0,1,0,1,0,0
"WPSA.L.79.28",12211,"Irene Bustamante Adams",79,1,"D",1,"Rep","HD-042",46,12,7.89130434782609,5.5,0.507405709189563,0.444444444444444,0,1,0,1,1,1
"WPSA.L.80.25",12211,"Irene Bustamante Adams",80,1,"D",1,"Rep","HD-042",2,0,9.5,9.5,0.396853146853147,0.396853146853147,0,1,0,1,0,0
"WPSA.L.77.51",12212,"Scott Hammond",77,2,"R",2,"Sen","SD-018",82,11,10.8048780487805,7,0.563905649554844,0.5,1,0,0,0,0,0
"WPSA.L.78.37",12212,"Scott Hammond",78,2,"R",2,"Sen","SD-018",47,16,6.19148936170213,2,0.636298158106669,0.6,1,0,0,0,1,1
"WPSA.L.79.29",12212,"Scott Hammond",79,2,"R",2,"Sen","SD-018",53,14,9.9433962264151,6,0.621948470334322,0.666666666666667,1,0,0,0,1,1
"WPSA.L.80.26",12212,"Scott Hammond",80,2,"R",2,"Sen","SD-018",74,20,5.31081081081081,3,0.594356703045727,0.5,1,0,0,0,1,1
"WPSA.L.81.17",12212,"Scott Hammond",81,2,"R",2,"Sen","SD-018",67,11,6.56716417910448,5,0.673699746799243,0.666666666666667,1,0,0,0,1,1
"WPSA.L.82.12",12212,"Scott Hammond",82,2,"R",2,"Sen","SD-018",54,17,5.90740740740741,3.5,0.677560473862963,0.75,1,0,0,0,0,0
"WPSA.L.77.52",12213,"Dina Neal",77,1,"D",1,"Rep","HD-007",60,10,15.75,10,0.701331133333186,0.714285714285714,0,1,0,1,0,0
"WPSA.L.78.38",12213,"Dina Neal",78,1,"D",1,"Rep","HD-007",50,9,11.4,11,0.626470493258902,0.666666666666667,0,1,0,1,0,0
"WPSA.L.79.30",12213,"Dina Neal",79,1,"D",1,"Rep","HD-007",59,10,14.2033898305085,11,0.740208661586152,0.769230769230769,0,1,0,1,0,0
"WPSA.L.80.27",12213,"Dina Neal",80,1,"D",1,"Rep","HD-007",49,10,9.06122448979592,6,0.722143257032309,0.777777777777778,0,1,0,1,0,0
"WPSA.L.81.18",12213,"Dina Neal",81,1,"D",2,"Sen","SD-004",36,13,7.13888888888889,5,0.654415954415954,0.67948717948718,0,1,0,1,0,0
"WPSA.L.82.13",12213,"Dina Neal",82,1,"D",2,"Sen","SD-004",85,21,6.90588235294118,6,0.668379853572811,0.666666666666667,0,1,0,1,0,0
"WPSA.L.77.53",12249,"Greg Brower",77,2,"R",2,"Sen","SD-015",64,15,8.375,3.5,0.502173022904224,0.480769230769231,1,0,0,0,0,0
"WPSA.L.78.39",12249,"Greg Brower",78,2,"R",2,"Sen","SD-015",33,12,6.39393939393939,3,0.548430357521267,0.428571428571429,1,0,0,0,0,0
"WPSA.L.77.54",12251,"Michael Roberson",77,2,"R",2,"Sen","SD-020",88,30,9.88636363636364,3,0.576587913802999,0.552777777777778,1,0,0,0,1,0
"WPSA.L.78.40",12251,"Michael Roberson",78,2,"R",2,"Sen","SD-020",69,42,4.97101449275362,1,0.577833523154108,0.5,1,0,0,0,1,1
"WPSA.L.79.31",12251,"Michael Roberson",79,2,"R",2,"Sen","SD-020",62,22,8.01612903225806,2,0.575734105738334,0.5,1,0,0,0,1,1
"WPSA.L.77.55",12728,"Cresent Hardy",77,2,"R",1,"Rep","HD-019",115,6,11.0434782608696,6,0.571728169761068,0.583333333333333,1,0,0,0,1,0
"WPSA.L.78.41",12728,"Cresent Hardy",78,2,"R",1,"Rep","HD-019",16,0,21.6875,15.5,0.882618574812868,0.904444444444444,1,0,0,0,0,0
"WPSA.L.79.32",12728,"Cresent Hardy",79,2,"R",1,"Rep","HD-019",15,0,21.2,14,0.922052826400652,0.91304347826087,1,0,0,0,0,0
"WPSA.L.77.56",15152,"Michele Fiore",77,2,"R",1,"Rep","HD-004",113,6,8.52212389380531,6,0.472026786599732,0.444444444444444,1,0,0,1,0,0
"WPSA.L.78.42",15152,"Michele Fiore",78,2,"R",1,"Rep","HD-004",74,10,5.18918918918919,3,0.400867313695055,0.369318181818182,1,0,0,1,0,0
"WPSA.L.79.33",15152,"Michele Fiore",79,2,"R",1,"Rep","HD-004",3,0,3.66666666666667,4,0.528490028490028,0.307692307692308,1,0,0,1,0,0
"WPSA.L.77.57",15153,"James Oscarson",77,2,"R",1,"Rep","HD-036",91,5,15.0989010989011,12,0.71645091977622,0.75,1,0,0,0,0,0
"WPSA.L.78.43",15153,"James Oscarson",78,2,"R",1,"Rep","HD-036",57,9,10.859649122807,8,0.663318122356725,0.666666666666667,1,0,0,0,0,0
"WPSA.L.79.34",15153,"James Oscarson",79,2,"R",1,"Rep","HD-036",43,8,13,7,0.680443027649802,0.75,1,0,0,0,1,0
"WPSA.L.77.58",15869,"Lesley Cohen",77,1,"D",1,"Rep","HD-029",42,3,10,8,0.406445092976661,0.37797619047619,0,1,0,1,0,0
"WPSA.L.79.35",15869,"Lesley Cohen",79,1,"D",1,"Rep","HD-029",58,9,9.08620689655172,8,0.50962211373214,0.461538461538462,0,1,0,1,0,0
"WPSA.L.80.28",15869,"Lesley Cohen",80,1,"D",1,"Rep","HD-029",60,9,6.06666666666667,5,0.534841144538673,0.5,0,1,0,1,0,0
"WPSA.L.81.19",15869,"Lesley Cohen",81,1,"D",1,"Rep","HD-029",31,7,8.32258064516129,6,0.482933057037664,0.392857142857143,0,1,0,1,0,0
"WPSA.L.82.14",15869,"Lesley Cohen",82,1,"D",1,"Rep","HD-029",34,8,7.76470588235294,5.5,0.508738614692966,0.481707317073171,0,1,0,1,0,0
"WPSA.L.77.59",15870,"Wesley Duncan",77,2,"R",1,"Rep","HD-037",71,5,9.63380281690141,7,0.435360640858841,0.384615384615385,1,0,0,0,0,0
"WPSA.L.77.60",15871,"Andy Eisen",77,1,"D",1,"Rep","HD-021",62,6,9.67741935483871,6.5,0.478469363308749,0.5,0,1,0,0,0,0
"WPSA.L.78.44",15871,"Andy Eisen",78,1,"D",1,"Rep","HD-021",2,0,3,3,0.410714285714286,0.410714285714286,0,1,0,0,0,0
"WPSA.L.77.61",15872,"James Healey",77,1,"D",1,"Rep","HD-035",80,4,12.3375,10,0.563741612035888,0.594117647058824,0,1,0,0,0,0
"WPSA.L.78.45",15872,"James Healey",78,1,"D",1,"Rep","HD-035",3,0,8.33333333333333,7,0.721049783549784,0.714285714285714,0,1,0,0,0,0
"WPSA.L.77.62",15873,"Andrew Martin",77,1,"D",1,"Rep","HD-009",62,4,16.1290322580645,12,0.655414361430484,0.675438596491228,0,1,0,0,0,0
"WPSA.L.78.46",15873,"Andrew Martin",78,1,"D",1,"Rep","HD-009",1,0,12,12,0.75,0.75,0,1,0,0,0,0
"WPSA.L.77.63",15874,"Paul Anderson",77,2,"R",1,"Rep","HD-013",84,5,6.47619047619048,4,0.343115388370695,0.297058823529412,1,0,0,0,0,0
"WPSA.L.78.47",15874,"Paul Anderson",78,2,"R",1,"Rep","HD-013",30,5,4.83333333333333,3.5,0.427822151358238,0.262013729977117,1,0,0,0,1,1
"WPSA.L.79.36",15874,"Paul Anderson",79,2,"R",1,"Rep","HD-013",24,3,8.125,4.5,0.501115870341414,0.380952380952381,1,0,0,0,1,1
"WPSA.L.77.64",15875,"Michael Sprinkle",77,1,"D",1,"Rep","HD-030",52,4,18.4230769230769,12,0.724206346299316,0.823529411764706,0,1,0,0,0,0
"WPSA.L.78.48",15875,"Michael Sprinkle",78,1,"D",1,"Rep","HD-030",58,7,14,13,0.779887582943205,0.866071428571429,0,1,0,0,0,0
"WPSA.L.79.37",15875,"Michael Sprinkle",79,1,"D",1,"Rep","HD-030",53,11,14.6037735849057,7,0.729808506535685,0.869565217391304,0,1,0,0,1,1
"WPSA.L.80.29",15875,"Michael Sprinkle",80,1,"D",1,"Rep","HD-030",12,4,7.75,4.5,0.652700077700078,0.758333333333333,0,1,0,0,0,0
"WPSA.L.77.65",15876,"Heidi Swank",77,1,"D",1,"Rep","HD-016",66,1,19.8939393939394,15.5,0.868621464187126,0.925824175824176,0,1,0,1,0,0
"WPSA.L.78.49",15876,"Heidi Swank",78,1,"D",1,"Rep","HD-016",58,8,13.6206896551724,11.5,0.759580082425822,0.875,0,1,0,1,0,0
"WPSA.L.79.38",15876,"Heidi Swank",79,1,"D",1,"Rep","HD-016",60,14,15.25,11,0.786242946591182,0.888888888888889,0,1,0,1,1,0
"WPSA.L.80.30",15876,"Heidi Swank",80,1,"D",1,"Rep","HD-016",53,9,10.9433962264151,9,0.747307350189311,0.857142857142857,0,1,0,1,1,0
"WPSA.L.77.66",15877,"Jim Wheeler",77,2,"R",1,"Rep","HD-039",112,5,15.0446428571429,11,0.776567173218787,0.88562091503268,1,0,0,0,0,0
"WPSA.L.78.50",15877,"Jim Wheeler",78,2,"R",1,"Rep","HD-039",85,10,11.2941176470588,8,0.699453469145393,0.833333333333333,1,0,0,0,1,1
"WPSA.L.79.39",15877,"Jim Wheeler",79,2,"R",1,"Rep","HD-039",44,10,15.0681818181818,9,0.724037848195748,0.853535353535354,1,0,0,0,1,0
"WPSA.L.80.31",15877,"Jim Wheeler",80,2,"R",1,"Rep","HD-039",52,15,6.65384615384615,3,0.652273126211916,0.650406504065041,1,0,0,0,1,1
"WPSA.L.81.20",15877,"Jim Wheeler",81,2,"R",1,"Rep","HD-039",58,9,9.06896551724138,3,0.548611279424733,0.5,1,0,0,0,0,0
"WPSA.L.77.67",15878,"Aaron Ford",77,1,"D",2,"Sen","SD-011",65,7,9.70769230769231,5,0.45719823085711,0.363636363636364,0,1,0,0,1,0
"WPSA.L.78.51",15878,"Aaron Ford",78,1,"D",2,"Sen","SD-011",120,15,6.33333333333333,3,0.489187654585271,0.464102564102564,0,1,0,0,1,1
"WPSA.L.79.40",15878,"Aaron Ford",79,1,"D",2,"Sen","SD-011",124,29,6.99193548387097,4,0.534640033091523,0.5,0,1,0,0,1,1
"WPSA.L.80.32",15878,"Aaron Ford",80,1,"D",2,"Sen","SD-011",4,0,7.75,6.5,0.482613585245164,0.488304093567251,0,1,0,0,0,0
"WPSA.L.77.68",15879,"Mark Hutchison",77,2,"R",2,"Sen","SD-006",79,12,9.65822784810127,5,0.482081878449256,0.476190476190476,1,0,0,0,0,0
"WPSA.L.77.69",15880,"Justin Jones",77,1,"D",2,"Sen","SD-009",86,13,10.5813953488372,8,0.506127006749564,0.5,0,1,0,0,1,0
"WPSA.L.78.52",15880,"Justin Jones",78,1,"D",2,"Sen","SD-009",13,1,10.0769230769231,6,0.663668809822656,0.682539682539683,0,1,0,0,0,0
"WPSA.L.79.41",15880,"Justin Jones",79,1,"D",2,"Sen","SD-009",1,0,6,6,0.461538461538462,0.461538461538462,0,1,0,0,0,0
"WPSA.L.77.70",15881,"Patricia Spearman",77,1,"D",2,"Sen","SD-001",90,8,12.7666666666667,9,0.590042399520449,0.582579185520362,0,1,0,1,0,0
"WPSA.L.78.53",15881,"Patricia Spearman",78,1,"D",2,"Sen","SD-001",98,18,8.53061224489796,4,0.525653408762618,0.5,0,1,0,1,0,0
"WPSA.L.79.42",15881,"Patricia Spearman",79,1,"D",2,"Sen","SD-001",112,22,9.33928571428571,5,0.599573174446491,0.637218045112782,0,1,0,1,1,1
"WPSA.L.80.33",15881,"Patricia Spearman",80,1,"D",2,"Sen","SD-001",114,29,5.14035087719298,3,0.54773642069644,0.5,0,1,0,1,1,1
"WPSA.L.81.21",15881,"Patricia Spearman",81,1,"D",2,"Sen","SD-001",58,20,6.74137931034483,3,0.787673054914434,1,0,1,0,1,1,0
"WPSA.L.82.15",15881,"Patricia Spearman",82,1,"D",2,"Sen","SD-001",95,19,5.68421052631579,3,0.464509789559582,0.333333333333333,0,1,0,1,1,1
"WPSA.L.77.71",16028,"Tyrone Thompson",77,1,"D",1,"Rep","HD-017",5,0,44.2,40,0.828571428571429,0.952380952380952,0,1,0,0,0,0
"WPSA.L.78.54",16028,"Tyrone Thompson",78,1,"D",1,"Rep","HD-017",67,9,12.9850746268657,10,0.705739539860758,0.857142857142857,0,1,0,0,0,0
"WPSA.L.79.43",16028,"Tyrone Thompson",79,1,"D",1,"Rep","HD-017",64,10,16.46875,12.5,0.73794773337903,0.871794871794872,0,1,0,0,1,0
"WPSA.L.80.34",16028,"Tyrone Thompson",80,1,"D",1,"Rep","HD-017",47,8,8.61702127659574,4,0.679642206741871,0.8,0,1,0,0,0,0
"WPSA.L.78.55",16404,"Victoria Dooling",78,2,"R",1,"Rep","HD-041",53,5,6.81132075471698,6,0.431782957572496,0.416666666666667,1,0,0,1,0,0
"WPSA.L.79.44",16404,"Victoria Dooling",79,2,"R",1,"Rep","HD-041",2,1,4,4,0.352564102564103,0.352564102564103,1,0,0,1,0,0
"WPSA.L.78.56",17444,"Robin Titus",78,2,"R",1,"Rep","HD-038",49,4,13.8775510204082,11,0.747242299284356,0.8125,1,0,0,1,0,0
"WPSA.L.79.45",17444,"Robin Titus",79,2,"R",1,"Rep","HD-038",38,9,15.0526315789474,8.5,0.739363580026859,0.83974358974359,1,0,0,1,0,0
"WPSA.L.80.35",17444,"Robin Titus",80,2,"R",1,"Rep","HD-038",50,7,6.66,3,0.653188750274116,0.666666666666667,1,0,0,1,1,0
"WPSA.L.81.22",17444,"Robin Titus",81,2,"R",1,"Rep","HD-038",66,14,6.53030303030303,2,0.500653534166896,0.333333333333333,1,0,0,1,1,1
"WPSA.L.82.16",17444,"Robin Titus",82,2,"R",2,"Sen","SD-017",64,13,6.328125,3,0.544954747943029,0.472222222222222,1,0,0,1,1,1
"WPSA.L.78.57",17445,"Becky Harris",78,2,"R",2,"Sen","SD-009",54,12,9.01851851851852,4,0.547752826660896,0.523809523809524,1,0,0,1,0,0
"WPSA.L.79.46",17445,"Becky Harris",79,2,"R",2,"Sen","SD-009",71,20,8.95774647887324,6,0.69264553647546,0.777777777777778,1,0,0,1,1,0
"WPSA.L.78.58",17446,"Jill Dickman",78,2,"R",1,"Rep","HD-031",84,6,5.71428571428571,5,0.435446763461508,0.405882352941176,1,0,0,1,1,0
"WPSA.L.79.47",17446,"Jill Dickman",79,2,"R",1,"Rep","HD-031",2,1,4.5,4.5,0.335470085470085,0.335470085470085,1,0,0,1,0,0
"WPSA.L.81.23",17446,"Jill Dickman",81,2,"R",1,"Rep","HD-031",58,6,5.58620689655172,3,0.405069988925719,0.369318181818182,1,0,0,1,0,0
"WPSA.L.82.17",17446,"Jill Dickman",82,2,"R",1,"Rep","HD-031",58,9,5.53448275862069,4,0.479772050813339,0.5,1,0,0,1,1,0
"WPSA.L.78.59",17447,"Victoria Seaman",78,2,"R",1,"Rep","HD-034",62,6,10.3709677419355,7,0.58937833365586,0.666666666666667,1,0,0,1,1,0
"WPSA.L.79.48",17447,"Victoria Seaman",79,2,"R",1,"Rep","HD-034",3,0,6.66666666666667,5,0.517094017094017,0.5,1,0,0,1,0,0
"WPSA.L.78.60",17511,"Nelson Araujo",78,1,"D",1,"Rep","HD-003",69,6,6.76811594202899,6,0.443616489033132,0.375,0,1,0,0,0,0
"WPSA.L.79.49",17511,"Nelson Araujo",79,1,"D",1,"Rep","HD-003",69,11,6.56521739130435,5,0.429323806192261,0.333333333333333,0,1,0,0,1,0
"WPSA.L.80.36",17511,"Nelson Araujo",80,1,"D",1,"Rep","HD-003",6,1,4.5,4,0.300114164587849,0.303030303030303,0,1,0,0,0,0
"WPSA.L.78.61",17513,"Amber Joiner",78,1,"D",1,"Rep","HD-024",67,1,10.910447761194,10,0.674765706821822,0.6875,0,1,0,1,0,0
"WPSA.L.79.50",17513,"Amber Joiner",79,1,"D",1,"Rep","HD-024",69,11,11.9855072463768,9,0.601984343329873,0.653846153846154,0,1,0,1,0,0
"WPSA.L.80.37",17513,"Amber Joiner",80,1,"D",1,"Rep","HD-024",6,2,7.5,7,0.646586746586747,0.755494505494505,0,1,0,1,0,0
"WPSA.L.78.62",17514,"Brent Jones",78,2,"R",1,"Rep","HD-035",57,6,6.8421052631579,4,0.44683030491158,0.441860465116279,1,0,0,0,0,0
"WPSA.L.79.51",17514,"Brent Jones",79,2,"R",1,"Rep","HD-035",1,0,4,4,0.222222222222222,0.222222222222222,1,0,0,0,0,0
"WPSA.L.78.63",17515,"Christopher Edwards",78,2,"R",1,"Rep","HD-019",25,6,7.72,5,0.409390627531248,0.333333333333333,1,0,0,0,0,0
"WPSA.L.79.52",17515,"Christopher Edwards",79,2,"R",1,"Rep","HD-019",39,10,9.15384615384615,4,0.619275289927464,0.6,1,0,0,0,0,0
"WPSA.L.80.38",17515,"Christopher Edwards",80,2,"R",1,"Rep","HD-019",40,13,5.575,4,0.614991147064318,0.571428571428571,1,0,0,0,1,0
"WPSA.L.78.64",17516,"David Gardner",78,2,"R",1,"Rep","HD-009",57,6,7.94736842105263,7,0.50057588638642,0.5,1,0,0,0,0,0
"WPSA.L.79.53",17516,"David Gardner",79,2,"R",1,"Rep","HD-009",2,0,5.5,5.5,0.416666666666667,0.416666666666667,1,0,0,0,0,0
"WPSA.L.78.65",17517,"Derek Armstrong",78,2,"R",1,"Rep","HD-021",31,3,5.03225806451613,5,0.311896735099717,0.25,1,0,0,0,0,0
"WPSA.L.79.54",17517,"Derek Armstrong",79,2,"R",1,"Rep","HD-021",1,0,3,3,0.166666666666667,0.166666666666667,1,0,0,0,0,0
"WPSA.L.78.66",17518,"Edgar Flores",78,1,"D",1,"Rep","HD-028",56,5,9.83928571428571,9.5,0.508592071822567,0.527863777089783,0,1,0,0,0,0
"WPSA.L.79.55",17518,"Edgar Flores",79,1,"D",1,"Rep","HD-028",45,9,11.6,10,0.58904793064281,0.571428571428571,0,1,0,0,0,0
"WPSA.L.80.39",17518,"Edgar Flores",80,1,"D",1,"Rep","HD-028",63,14,5.84126984126984,4,0.5362637786999,0.5,0,1,0,0,0,0
"WPSA.L.81.24",17518,"Edgar Flores",81,1,"D",1,"Rep","HD-028",59,10,6.77966101694915,5,0.446617312103742,0.454545454545455,0,1,0,0,1,1
"WPSA.L.82.18",17518,"Edgar Flores",82,1,"D",2,"Sen","SD-002",83,14,5.95180722891566,5,0.51849578490472,0.5,0,1,0,0,0,0
"WPSA.L.78.67",17519,"Erven Nelson",78,2,"R",1,"Rep","HD-005",29,5,12.6896551724138,9,0.649043573419916,0.657894736842105,1,0,0,0,0,0
"WPSA.L.78.68",17520,"Glenn Trowbridge",78,2,"R",1,"Rep","HD-037",39,1,18.2307692307692,15,0.815698742050959,0.888888888888889,1,0,0,0,0,0
"WPSA.L.79.56",17520,"Glenn Trowbridge",79,2,"R",1,"Rep","HD-037",2,0,11,11,0.944444444444444,0.944444444444444,1,0,0,0,0,0
"WPSA.L.78.69",17521,"John Moore",78,2,"R",1,"Rep","HD-008",59,6,8.61016949152542,6,0.502613535533895,0.515151515151515,1,0,0,0,0,0
"WPSA.L.79.57",17521,"John Moore",79,2,"R",1,"Rep","HD-008",1,0,10,10,0.769230769230769,0.769230769230769,1,0,0,0,0,0
"WPSA.L.78.70",17522,"Philip O'Neill",78,2,"R",1,"Rep","HD-008",67,5,9.91044776119403,7,0.622729272593299,0.666666666666667,1,0,0,0,0,0
"WPSA.L.79.58",17522,"Philip O'Neill",79,2,"R",1,"Rep","HD-008",2,0,6.5,6.5,0.393162393162393,0.393162393162393,1,0,0,0,0,0
"WPSA.L.81.25",17522,"Philip O'Neill",81,2,"R",1,"Rep","HD-040",60,7,9.38333333333333,5,0.59528485918032,0.738636363636364,1,0,0,0,0,0
"WPSA.L.82.19",17522,"Philip O'Neill",82,2,"R",1,"Rep","HD-040",53,17,6.54716981132075,3,0.681643487539714,0.873015873015873,1,0,0,0,1,1
"WPSA.L.78.71",17523,"Shelly Shelton",78,2,"R",1,"Rep","HD-010",58,6,10.2586206896552,8,0.677624441552145,0.75,1,0,0,1,0,0
"WPSA.L.79.59",17523,"Shelly Shelton",79,2,"R",1,"Rep","HD-010",3,0,9.33333333333333,11,0.745014245014245,0.722222222222222,1,0,0,1,0,0
"WPSA.L.78.72",17524,"Stephen Silberkraus",78,2,"R",1,"Rep","HD-029",54,6,11.1111111111111,6,0.629678652188285,0.660919540229885,1,0,0,0,0,0
